datetime,power_demand,nuclear,gas,solar,hydro,coal,wind,spot_price
2019-01-01T00:00:00.000+01:00,23251.2,6059.2,2954.0,7.1,3202.8,1867.0,3830.3,66.88
2019-01-01T01:00:00.000+01:00,22485.0,6059.2,3044.1,8.0,2884.4,1618.0,3172.1,66.88
2019-01-01T02:00:00.000+01:00,20977.0,6059.2,3138.6,7.5,1950.8,1535.3,2980.5,66.0
2019-01-01T03:00:00.000+01:00,19754.2,6059.2,3596.2,7.5,1675.7,1344.0,2840.0,63.64
2019-01-01T04:00:00.000+01:00,19320.6,6063.4,3192.6,7.5,1581.8,1345.0,3253.4,58.85
2019-01-01T05:00:00.000+01:00,19262.3,6063.4,3167.9,7.5,1535.6,1377.5,3234.0,55.47
2019-01-01T06:00:00.000+01:00,19175.3,6063.4,3336.2,7.8,1514.3,1431.4,3101.7,56.0
2019-01-01T07:00:00.000+01:00,19708.1,6063.4,3372.7,14.6,1545.1,1357.0,2967.1,61.09
2019-01-01T08:00:00.000+01:00,19595.9,6063.4,3296.1,102.6,1597.2,1430.1,2933.3,61.01
2019-01-01T09:00:00.000+01:00,19858.8,6062.4,3505.9,788.0,1631.8,1413.0,2848.9,61.0
2019-01-01T10:00:00.000+01:00,21750.7,6066.4,3565.5,1843.3,1697.8,1365.2,2596.7,63.0
2019-01-01T11:00:00.000+01:00,23561.7,6067.4,4475.6,2557.2,1835.2,1483.7,1995.6,63.0
2019-01-01T12:00:00.000+01:00,23975.0,6067.4,4679.7,2905.5,2085.9,1629.1,1688.2,64.03
2019-01-01T13:00:00.000+01:00,24398.5,6067.4,4219.5,2968.5,2300.3,1642.5,1454.7,65.88
2019-01-01T14:00:00.000+01:00,24508.0,6067.4,4443.0,2792.3,2247.0,1641.1,1398.4,65.01
2019-01-01T15:00:00.000+01:00,22997.8,6067.4,3947.8,2322.9,2029.6,1532.4,1413.7,60.84
2019-01-01T16:00:00.000+01:00,22508.8,6067.4,3811.5,1434.6,2132.0,1425.8,1585.8,61.09
2019-01-01T17:00:00.000+01:00,23020.4,6068.4,4593.0,347.7,2780.7,1597.6,2093.0,63.08
2019-01-01T18:00:00.000+01:00,25457.3,6068.4,4869.3,15.2,3647.3,2053.8,2805.0,66.66
2019-01-01T19:00:00.000+01:00,27076.6,6068.4,4711.5,8.5,3951.1,2320.0,3499.4,67.06
2019-01-01T20:00:00.000+01:00,28113.7,6068.4,4486.8,8.4,4036.9,2310.2,4202.6,67.26
2019-01-01T21:00:00.000+01:00,28549.9,6068.4,4708.5,8.4,4083.5,2140.2,4799.4,68.07
2019-01-01T22:00:00.000+01:00,27563.7,6067.4,4400.0,7.9,3386.1,2062.8,5171.8,67.08
2019-01-01T23:00:00.000+01:00,25457.0,6066.4,4315.5,8.1,2620.1,1843.5,5692.6,64.03
2019-01-02T00:00:00.000+01:00,23131.1,6066.4,3337.4,,2019.7,1546.8,5879.9,61.74
2019-01-02T01:00:00.000+01:00,21003.4,6065.4,2131.9,,1522.9,1456.0,6324.4,53.0
2019-01-02T02:00:00.000+01:00,19936.9,6065.4,1989.7,,1472.0,1348.0,6832.9,48.23
2019-01-02T03:00:00.000+01:00,19592.5,6065.4,1896.5,,1458.1,1282.0,7204.9,47.23
2019-01-02T04:00:00.000+01:00,19421.4,6065.4,1819.7,,1467.4,1237.0,7355.8,45.24
2019-01-02T05:00:00.000+01:00,20268.5,6065.4,1862.6,,1455.9,1387.0,7433.3,45.7
2019-01-02T06:00:00.000+01:00,22702.7,6065.4,1904.0,0.9,1710.3,1519.4,8655.5,51.1
2019-01-02T07:00:00.000+01:00,26551.0,6065.4,3086.0,2.8,1751.8,1969.8,8938.4,58.37
2019-01-02T08:00:00.000+01:00,30014.8,6065.4,2951.0,86.4,2104.9,2465.0,9147.0,63.75
2019-01-02T09:00:00.000+01:00,32545.0,6067.4,3108.9,709.4,2613.9,2720.9,9240.5,66.1
2019-01-02T10:00:00.000+01:00,34566.1,6068.4,3734.8,1691.8,3222.2,3039.0,9063.4,65.88
2019-01-02T11:00:00.000+01:00,34735.5,6068.4,4124.1,2359.0,3133.0,3120.7,8930.9,63.63
2019-01-02T12:00:00.000+01:00,34484.4,6068.4,4051.6,2803.8,3552.0,3227.8,8227.0,62.8
2019-01-02T13:00:00.000+01:00,34178.8,6067.4,4060.3,2862.3,2977.0,3235.2,7962.4,63.16
2019-01-02T14:00:00.000+01:00,33237.2,6063.4,3907.8,2687.9,2507.8,2920.4,7525.0,61.5
2019-01-02T15:00:00.000+01:00,32361.9,6063.4,4222.0,2240.1,2773.0,2916.4,7205.7,60.69
2019-01-02T16:00:00.000+01:00,31458.0,6063.4,4572.5,1380.4,2506.6,3052.9,6966.6,62.19
2019-01-02T17:00:00.000+01:00,32055.4,6067.4,5567.9,324.8,3818.1,3107.0,6969.7,67.1
2019-01-02T18:00:00.000+01:00,34290.6,6068.4,6179.7,7.4,5053.6,3043.7,7071.9,69.3
2019-01-02T19:00:00.000+01:00,34822.7,6069.4,6343.5,3.0,5028.3,2923.7,7091.4,69.25
2019-01-02T20:00:00.000+01:00,35201.6,6069.4,5846.9,,4413.7,2818.7,7110.9,68.07
2019-01-02T21:00:00.000+01:00,34875.9,6069.4,5982.2,,4427.4,2813.7,6905.3,68.01
2019-01-02T22:00:00.000+01:00,32875.4,6068.4,5296.8,,3538.8,2747.7,6617.9,66.66
2019-01-02T23:00:00.000+01:00,30189.7,6067.4,4891.3,,2988.7,2714.4,6284.9,64.28
2019-01-03T00:00:00.000+01:00,27166.6,6067.7,2448.7,,2167.9,2639.9,6441.5,62.01
2019-01-03T01:00:00.000+01:00,24638.0,6065.7,1835.9,,1537.0,2437.6,6087.7,54.85
2019-01-03T02:00:00.000+01:00,23298.7,6065.7,1671.2,,1320.2,2134.1,5920.7,52.19
2019-01-03T03:00:00.000+01:00,22570.6,6066.7,1479.0,,1313.4,1769.1,5636.7,50.21
2019-01-03T04:00:00.000+01:00,22419.5,6071.7,1491.0,,1322.6,1669.0,5565.3,50.2
2019-01-03T05:00:00.000+01:00,22990.0,6082.6,1494.1,,1214.0,1977.1,5487.5,52.19
2019-01-03T06:00:00.000+01:00,25720.5,6126.5,2807.7,0.2,1907.6,2547.4,5645.6,54.91
2019-01-03T07:00:00.000+01:00,29447.3,6133.7,4678.7,2.8,2991.7,3005.4,5559.9,66.58
2019-01-03T08:00:00.000+01:00,32530.2,6133.7,6333.5,51.2,3437.4,3156.5,5399.5,68.03
2019-01-03T09:00:00.000+01:00,34857.0,6137.8,7344.6,607.7,4440.4,3505.8,5149.6,69.12
2019-01-03T10:00:00.000+01:00,35929.8,6142.7,7406.5,1503.2,4650.9,3620.8,4607.5,69.19
2019-01-03T11:00:00.000+01:00,36097.7,6142.7,6878.4,2085.0,4289.6,3806.0,3998.8,68.01
2019-01-03T12:00:00.000+01:00,35386.5,6146.7,6982.2,2432.7,3954.4,3866.9,3547.4,67.2
2019-01-03T13:00:00.000+01:00,35164.7,6192.8,6982.1,2473.1,3693.0,3580.7,3169.2,66.7
2019-01-03T14:00:00.000+01:00,34116.2,6236.4,6942.2,2327.6,3780.0,3713.8,2941.6,67.0
2019-01-03T15:00:00.000+01:00,33282.4,6239.6,7033.3,1905.4,3774.6,3603.6,2849.5,68.01
2019-01-03T16:00:00.000+01:00,32935.6,6253.0,7525.4,1143.3,4416.3,3795.3,2948.7,68.99
2019-01-03T17:00:00.000+01:00,33521.2,6376.0,8670.5,255.8,4624.7,3917.6,3118.4,70.0
2019-01-03T18:00:00.000+01:00,35249.6,6315.0,8718.3,5.7,5614.8,3982.2,3448.9,71.1
2019-01-03T19:00:00.000+01:00,35692.5,6219.0,8823.3,,5342.2,3958.1,3720.6,70.55
2019-01-03T20:00:00.000+01:00,35857.0,6136.8,7797.4,,4892.6,3875.6,3991.6,68.38
2019-01-03T21:00:00.000+01:00,35644.2,6078.9,7335.9,,4836.7,3911.0,3991.0,67.83
2019-01-03T22:00:00.000+01:00,33148.8,5918.0,6484.6,,3835.4,3789.1,3973.3,66.1
2019-01-03T23:00:00.000+01:00,30698.9,5837.0,6257.3,,3258.3,3809.6,3901.4,66.88
2019-01-04T00:00:00.000+01:00,27590.3,5914.6,3724.6,,2692.1,3740.7,3879.6,67.2
2019-01-04T01:00:00.000+01:00,25093.8,5972.6,2945.6,,1722.4,3513.0,3949.6,63.75
2019-01-04T02:00:00.000+01:00,23860.2,6033.6,2810.6,,1185.9,3015.3,3967.4,58.89
2019-01-04T03:00:00.000+01:00,23332.5,6078.6,2787.9,,1105.4,2655.5,3956.2,54.94
2019-01-04T04:00:00.000+01:00,23113.1,6073.6,2589.8,,1131.5,2652.5,3643.5,54.85
2019-01-04T05:00:00.000+01:00,23446.2,6117.6,2825.1,,1145.0,2833.8,3593.8,58.0
2019-01-04T06:00:00.000+01:00,26427.0,6194.6,4971.3,0.2,1753.4,3375.2,3496.9,63.0
2019-01-04T07:00:00.000+01:00,30055.9,6191.6,6721.1,2.7,3911.9,3760.3,3520.3,68.4
2019-01-04T08:00:00.000+01:00,33054.8,6261.6,8473.5,49.9,4961.7,3937.6,3503.6,69.71
2019-01-04T09:00:00.000+01:00,35594.1,6333.6,9884.5,645.6,5748.4,3966.7,3235.6,71.06
2019-01-04T10:00:00.000+01:00,36774.1,6383.6,9944.6,1638.4,5901.4,4074.2,2980.1,71.06
2019-01-04T11:00:00.000+01:00,36569.7,6366.6,9883.9,2328.6,5693.8,4074.5,2798.4,70.16
2019-01-04T12:00:00.000+01:00,35751.2,6342.6,9171.7,2657.9,5587.3,4037.5,2435.7,70.01
2019-01-04T13:00:00.000+01:00,35397.0,6400.6,8985.2,2785.7,4654.1,4036.0,2296.5,69.17
2019-01-04T14:00:00.000+01:00,34243.3,6411.6,8877.0,2689.9,4166.7,3967.5,2277.2,69.15
2019-01-04T15:00:00.000+01:00,33215.8,6419.6,8567.0,2287.2,3977.3,3926.2,2396.5,68.4
2019-01-04T16:00:00.000+01:00,32815.7,6419.6,8943.1,1413.6,3810.3,3889.9,2507.3,68.4
2019-01-04T17:00:00.000+01:00,33255.2,6424.6,9766.8,348.6,4634.1,3928.2,2847.8,69.15
2019-01-04T18:00:00.000+01:00,34817.1,6426.6,10378.7,7.1,5718.9,4016.2,3130.5,71.06
2019-01-04T19:00:00.000+01:00,35574.3,6427.6,10576.8,,5993.5,4020.3,3232.4,71.94
2019-01-04T20:00:00.000+01:00,35496.9,6427.6,10205.2,,5178.8,3945.4,3166.7,70.2
2019-01-04T21:00:00.000+01:00,34721.4,6419.6,8112.0,,4268.9,4021.0,3071.0,68.71
2019-01-04T22:00:00.000+01:00,33270.2,6118.6,7456.1,,4534.4,3909.5,2816.4,68.68
2019-01-04T23:00:00.000+01:00,31039.6,6103.6,6196.2,,4185.8,3817.2,2752.3,68.17
2019-01-05T00:00:00.000+01:00,28040.8,6110.0,3904.8,,4129.3,3761.0,2373.9,71.68
2019-01-05T01:00:00.000+01:00,25775.6,6110.0,3156.6,,3486.4,3605.0,2336.5,69.5
2019-01-05T02:00:00.000+01:00,24194.2,6110.0,2594.3,,2461.3,3489.9,2421.4,68.07
2019-01-05T03:00:00.000+01:00,23382.7,6110.0,2337.4,,2089.2,3444.1,2628.5,66.0
2019-01-05T04:00:00.000+01:00,23078.1,6110.0,2488.5,,1653.2,3256.5,2878.7,63.93
2019-01-05T05:00:00.000+01:00,22835.2,6110.0,2366.0,,1358.3,3266.2,3169.8,62.0
2019-01-05T06:00:00.000+01:00,23801.1,6110.0,3942.7,0.2,1113.7,3167.1,3536.4,60.84
2019-01-05T07:00:00.000+01:00,25393.9,6110.0,4230.8,2.7,1339.9,3353.7,3851.9,62.92
2019-01-05T08:00:00.000+01:00,26654.3,6110.0,4513.5,62.6,1271.8,3179.8,4077.0,60.79
2019-01-05T09:00:00.000+01:00,28891.2,6110.0,5374.3,753.0,2816.3,3440.0,4190.5,66.92
2019-01-05T10:00:00.000+01:00,31387.0,6110.0,5807.4,1846.8,4784.8,3552.0,4070.8,69.12
2019-01-05T11:00:00.000+01:00,32423.7,6110.0,5942.3,2560.4,4364.3,3582.8,3792.7,68.25
2019-01-05T12:00:00.000+01:00,31509.1,6109.1,5907.2,2885.6,3714.7,3520.6,3537.0,67.67
2019-01-05T13:00:00.000+01:00,31344.3,6122.0,5708.7,2971.7,1920.5,3377.3,3476.5,64.0
2019-01-05T14:00:00.000+01:00,30320.8,6176.2,5491.2,2821.1,1521.7,3228.3,3802.6,61.57
2019-01-05T15:00:00.000+01:00,29537.0,6279.1,5089.8,2374.9,1375.2,2901.0,4100.8,59.4
2019-01-05T16:00:00.000+01:00,28588.6,6293.9,5325.0,1493.0,1385.2,3001.3,4757.7,58.31
2019-01-05T17:00:00.000+01:00,28997.2,6423.8,5446.3,374.1,2532.4,3444.4,5769.6,67.2
2019-01-05T18:00:00.000+01:00,30327.0,6362.4,5439.4,9.2,4514.3,3583.1,6729.7,69.0
2019-01-05T19:00:00.000+01:00,30960.3,6630.0,5439.6,0.7,4055.6,3417.8,7263.5,68.71
2019-01-05T20:00:00.000+01:00,31277.4,6681.4,5298.7,0.7,3158.0,3295.1,7545.1,68.07
2019-01-05T21:00:00.000+01:00,31796.7,6790.0,5103.5,,2077.2,3286.3,7695.1,65.38
2019-01-05T22:00:00.000+01:00,31046.1,6930.0,5377.5,,2158.4,3436.9,7951.0,65.76
2019-01-05T23:00:00.000+01:00,28948.9,6964.1,4178.8,,1443.2,3273.4,7949.0,62.8
2019-01-06T00:00:00.000+01:00,26355.1,6992.1,2530.0,,1176.1,2817.4,7811.6,63.75
2019-01-06T01:00:00.000+01:00,24990.9,6952.1,2468.7,,1049.9,2526.0,7910.4,54.7
2019-01-06T02:00:00.000+01:00,23112.5,6992.0,1870.8,,951.7,1941.0,7764.1,54.05
2019-01-06T03:00:00.000+01:00,22105.0,7022.1,1749.7,,945.4,1972.6,7841.1,48.06
2019-01-06T04:00:00.000+01:00,21511.1,7052.1,1710.7,,950.5,2023.0,7911.4,48.37
2019-01-06T05:00:00.000+01:00,21583.2,7072.1,1690.8,,935.5,2072.0,7857.1,47.17
2019-01-06T06:00:00.000+01:00,22133.3,7102.1,1907.4,0.9,944.6,2121.0,7898.9,48.19
2019-01-06T07:00:00.000+01:00,22480.7,7102.1,1980.0,3.4,997.8,2113.7,7796.6,50.2
2019-01-06T08:00:00.000+01:00,23230.1,7102.1,1833.6,71.3,1135.6,2100.6,7587.8,52.2
2019-01-06T09:00:00.000+01:00,25174.4,7102.1,2073.7,781.3,1377.9,2323.0,7286.5,54.7
2019-01-06T10:00:00.000+01:00,27523.9,7102.1,2012.3,1885.5,1479.3,2868.0,6686.0,62.0
2019-01-06T11:00:00.000+01:00,28348.6,7102.1,3010.1,2595.3,1455.2,2973.4,5887.1,64.01
2019-01-06T12:00:00.000+01:00,28151.5,7102.1,3163.4,2921.5,1334.2,3053.6,5232.3,64.18
2019-01-06T13:00:00.000+01:00,27795.6,7102.1,3208.6,2997.3,1351.1,2912.2,4871.6,64.86
2019-01-06T14:00:00.000+01:00,27084.1,7102.1,3033.8,2849.1,1401.7,2729.0,4704.8,64.01
2019-01-06T15:00:00.000+01:00,25464.8,7101.2,2801.5,2403.5,1116.5,2426.0,4796.1,58.31
2019-01-06T16:00:00.000+01:00,25067.5,7101.2,3045.4,1519.5,1100.7,2490.4,5197.4,54.94
2019-01-06T17:00:00.000+01:00,25757.3,7101.2,3407.9,386.0,1404.7,2880.0,5738.5,63.43
2019-01-06T18:00:00.000+01:00,28280.9,7102.1,3480.7,11.2,3314.8,2972.4,6397.3,67.37
2019-01-06T19:00:00.000+01:00,29705.7,7102.1,3620.8,,3893.0,3056.1,6866.6,67.2
2019-01-06T20:00:00.000+01:00,30751.9,7103.8,3712.1,,3572.0,3242.8,7244.9,66.03
2019-01-06T21:00:00.000+01:00,31242.6,7103.8,3726.1,,3887.9,3394.6,7394.4,68.0
2019-01-06T22:00:00.000+01:00,30336.8,7103.8,3561.5,,3090.0,3289.6,7303.2,67.65
2019-01-06T23:00:00.000+01:00,28352.0,7103.8,3481.5,,1801.9,3177.9,7072.5,65.38
2019-01-07T00:00:00.000+01:00,25585.7,7106.5,2009.7,,1245.8,2855.2,7193.9,59.59
2019-01-07T01:00:00.000+01:00,23741.3,7106.5,1803.8,,963.0,2503.2,6924.0,54.09
2019-01-07T02:00:00.000+01:00,22578.4,7106.5,1658.0,,955.9,2103.0,6895.5,52.2
2019-01-07T03:00:00.000+01:00,21951.4,7106.5,1656.8,,936.3,2051.0,6949.7,50.9
2019-01-07T04:00:00.000+01:00,21858.4,7106.5,1970.3,,936.5,2069.0,7174.2,50.5
2019-01-07T05:00:00.000+01:00,22527.0,7106.5,2127.4,,934.0,2372.6,7290.8,50.9
2019-01-07T06:00:00.000+01:00,24579.4,7106.5,3222.4,0.2,1133.7,2900.9,7265.6,55.77
2019-01-07T07:00:00.000+01:00,27877.0,7108.5,3857.2,3.4,2876.7,3570.9,7225.2,68.61
2019-01-07T08:00:00.000+01:00,30109.2,7109.5,4154.2,73.3,3514.8,4158.9,7189.1,69.15
2019-01-07T09:00:00.000+01:00,32291.3,7111.5,5116.2,778.7,3786.9,4451.5,7042.6,69.7
2019-01-07T10:00:00.000+01:00,33535.0,7111.5,5587.4,1859.6,3991.9,4648.5,6636.8,69.49
2019-01-07T11:00:00.000+01:00,34228.4,7111.5,6162.1,2493.5,4066.1,4836.5,6124.9,69.01
2019-01-07T12:00:00.000+01:00,33810.8,7111.5,6026.9,2890.0,3873.6,4781.5,5638.5,69.0
2019-01-07T13:00:00.000+01:00,34035.7,7111.5,6166.6,2960.6,3504.5,4933.9,5379.4,68.74
2019-01-07T14:00:00.000+01:00,33101.6,7110.5,6203.3,2813.8,2718.5,4638.3,5258.9,66.62
2019-01-07T15:00:00.000+01:00,32325.9,7109.6,6129.1,2376.4,2100.4,4723.3,5225.1,64.99
2019-01-07T16:00:00.000+01:00,31718.4,7109.6,6125.4,1519.1,1888.5,4805.6,5446.7,62.67
2019-01-07T17:00:00.000+01:00,31840.7,7110.6,6228.5,395.3,2568.2,4718.4,5740.1,67.04
2019-01-07T18:00:00.000+01:00,34081.2,7111.5,6132.0,13.9,5090.2,4693.9,6559.5,70.39
2019-01-07T19:00:00.000+01:00,35600.7,7111.5,6229.5,3.5,5217.6,4929.7,7024.1,70.33
2019-01-07T20:00:00.000+01:00,36441.5,7111.5,6271.6,,4790.4,4943.9,7164.5,69.0
2019-01-07T21:00:00.000+01:00,36473.2,7110.5,6110.9,,3746.1,4819.7,7102.8,67.14
2019-01-07T22:00:00.000+01:00,34268.8,7109.5,5521.3,,2900.0,4585.8,7031.6,63.0
2019-01-07T23:00:00.000+01:00,30512.0,7108.5,4235.0,,1734.5,4539.2,6767.7,60.84
2019-01-08T00:00:00.000+01:00,27883.9,7104.7,3116.8,,1017.3,4098.4,6468.8,59.59
2019-01-08T01:00:00.000+01:00,25565.7,7104.7,2736.5,,944.5,3712.5,6501.3,54.34
2019-01-08T02:00:00.000+01:00,24457.2,7104.7,2308.8,,956.0,3471.4,6493.0,52.1
2019-01-08T03:00:00.000+01:00,24027.4,7104.7,2160.0,,940.7,3370.2,6665.9,50.71
2019-01-08T04:00:00.000+01:00,24105.4,7104.7,2352.8,,946.5,3016.0,6750.4,50.5
2019-01-08T05:00:00.000+01:00,24974.8,7104.7,2580.2,,949.2,3317.0,6894.7,51.17
2019-01-08T06:00:00.000+01:00,28214.4,7104.7,3618.0,0.2,1241.4,4185.8,6924.9,54.69
2019-01-08T07:00:00.000+01:00,33836.2,7106.7,5137.2,2.8,3404.1,4974.9,6808.3,65.82
2019-01-08T08:00:00.000+01:00,36753.3,7107.7,5843.5,58.0,4280.6,5443.8,6753.2,67.2
2019-01-08T09:00:00.000+01:00,38308.9,7109.7,6478.0,668.6,5050.8,5702.5,6553.8,68.16
2019-01-08T10:00:00.000+01:00,38919.1,7109.7,6729.2,1672.0,5064.7,6002.5,6447.9,68.53
2019-01-08T11:00:00.000+01:00,38677.0,7109.7,6487.3,2303.2,3988.6,6119.7,6392.9,68.15
2019-01-08T12:00:00.000+01:00,37692.8,7108.8,6355.0,2703.1,3174.6,5998.6,6187.4,67.95
2019-01-08T13:00:00.000+01:00,37157.3,7109.7,6350.0,2706.8,2913.2,5939.5,6081.1,67.97
2019-01-08T14:00:00.000+01:00,36381.4,7108.7,6237.5,2635.6,2534.0,5648.4,6035.7,65.48
2019-01-08T15:00:00.000+01:00,35580.6,7106.8,6223.2,2220.1,1754.4,5571.2,6232.7,63.13
2019-01-08T16:00:00.000+01:00,35451.5,7107.8,6336.3,1412.0,1950.3,5608.4,6548.8,59.99
2019-01-08T17:00:00.000+01:00,35752.9,7107.8,6317.0,359.7,3412.2,5679.8,7102.2,67.25
2019-01-08T18:00:00.000+01:00,37495.9,7109.7,6283.4,11.4,4976.1,5748.8,7923.7,69.94
2019-01-08T19:00:00.000+01:00,38690.8,7109.7,6373.0,4.4,4950.8,5813.8,8588.1,70.0
2019-01-08T20:00:00.000+01:00,39063.7,7109.7,6463.6,,4110.8,5904.9,9031.3,68.15
2019-01-08T21:00:00.000+01:00,38531.2,7108.7,6289.0,,3414.0,5864.8,9281.5,67.25
2019-01-08T22:00:00.000+01:00,35831.2,7107.7,4773.7,,2972.6,5811.9,9431.1,63.7
2019-01-08T23:00:00.000+01:00,32039.1,7105.8,3358.1,,1635.9,5383.2,9429.0,58.85
2019-01-09T00:00:00.000+01:00,29075.7,7101.4,1833.6,,1161.5,4461.2,9466.3,54.09
2019-01-09T01:00:00.000+01:00,26881.9,7102.3,1411.1,,1085.7,3980.6,9468.9,52.5
2019-01-09T02:00:00.000+01:00,25351.7,7101.4,1286.3,,1003.6,3769.4,9340.7,49.4
2019-01-09T03:00:00.000+01:00,24859.6,7102.3,1197.0,,993.8,3712.5,9090.7,49.6
2019-01-09T04:00:00.000+01:00,24760.7,7102.3,1198.9,,972.1,3691.0,9010.1,49.4
2019-01-09T05:00:00.000+01:00,25525.9,7102.3,1308.4,,971.2,3723.0,8956.0,49.99
2019-01-09T06:00:00.000+01:00,28270.8,7103.3,2173.8,0.2,1285.0,4366.1,8870.5,53.28
2019-01-09T07:00:00.000+01:00,34152.9,7105.3,3245.0,2.8,3132.2,5303.8,9051.8,64.07
2019-01-09T08:00:00.000+01:00,36944.1,7106.3,4202.0,57.9,3793.1,5716.9,8981.8,67.16
2019-01-09T09:00:00.000+01:00,37985.4,7106.3,4540.0,653.8,4149.8,5849.8,8802.0,67.29
2019-01-09T10:00:00.000+01:00,38088.4,7106.3,4502.1,1602.7,3808.4,5745.4,8675.3,67.2
2019-01-09T11:00:00.000+01:00,37732.5,7105.3,4585.7,2207.2,3141.9,6008.8,8826.5,67.0
2019-01-09T12:00:00.000+01:00,37150.0,7099.4,4494.6,2574.0,2070.6,5656.5,8966.8,64.97
2019-01-09T13:00:00.000+01:00,36701.0,7101.3,4221.5,2655.7,1741.3,5607.8,9295.8,64.25
2019-01-09T14:00:00.000+01:00,35621.8,7100.4,4223.4,2543.4,1358.7,5087.5,9737.3,61.46
2019-01-09T15:00:00.000+01:00,35140.0,7099.4,4032.5,2165.4,1280.3,5057.0,10154.8,58.64
2019-01-09T16:00:00.000+01:00,35125.0,7099.4,4337.7,1408.9,1332.6,5519.9,10755.8,61.49
2019-01-09T17:00:00.000+01:00,35452.4,7099.4,4689.0,373.8,2511.4,5920.9,11175.6,67.05
2019-01-09T18:00:00.000+01:00,37193.1,7104.4,4659.5,15.8,4132.8,6013.0,11710.3,68.53
2019-01-09T19:00:00.000+01:00,38429.0,7106.3,4844.9,3.5,4550.8,5975.5,12055.9,69.01
2019-01-09T20:00:00.000+01:00,38930.3,7105.4,5103.1,0.6,2963.8,5947.0,12208.0,66.58
2019-01-09T21:00:00.000+01:00,38290.5,7106.3,4578.9,0.6,2295.4,5743.1,12146.6,64.54
2019-01-09T22:00:00.000+01:00,35495.0,7104.4,3618.7,0.6,1449.5,5574.9,12045.4,62.44
2019-01-09T23:00:00.000+01:00,31655.5,7101.4,2800.4,0.6,1208.6,4833.8,12003.7,54.7
2019-01-10T00:00:00.000+01:00,28983.8,7098.2,1942.0,,1191.0,4142.6,11715.2,58.6
2019-01-10T01:00:00.000+01:00,26731.8,7098.2,1354.8,,1072.2,3351.0,11422.7,50.49
2019-01-10T02:00:00.000+01:00,25326.4,7097.2,1407.9,,950.8,3394.0,11309.0,51.2
2019-01-10T03:00:00.000+01:00,24864.9,7097.2,1430.0,,1000.4,3297.0,11230.6,48.8
2019-01-10T04:00:00.000+01:00,24874.0,7103.4,1523.3,,1014.1,3347.0,11366.2,48.5
2019-01-10T05:00:00.000+01:00,25655.0,7101.4,1751.5,,999.4,3519.4,11319.9,49.8
2019-01-10T06:00:00.000+01:00,28444.1,7103.4,2087.1,0.2,1222.3,3703.6,11000.2,57.74
2019-01-10T07:00:00.000+01:00,33387.0,7105.4,3518.2,2.8,2316.2,4924.6,10896.6,66.18
2019-01-10T08:00:00.000+01:00,36904.3,7107.4,5069.7,63.6,3223.2,5150.8,10795.6,67.2
2019-01-10T09:00:00.000+01:00,37827.6,7106.4,5329.7,691.1,3592.7,4901.4,10656.0,68.0
2019-01-10T10:00:00.000+01:00,38505.0,7105.4,5453.2,1717.0,3623.8,4769.4,10538.3,67.73
2019-01-10T11:00:00.000+01:00,38076.6,7102.4,5454.7,2353.9,2631.3,4628.0,10454.2,67.05
2019-01-10T12:00:00.000+01:00,37666.0,7102.3,5423.5,2716.7,2257.0,4803.0,10537.3,66.15
2019-01-10T13:00:00.000+01:00,37322.8,7101.3,5334.6,2807.8,2018.3,4508.8,10423.2,66.01
2019-01-10T14:00:00.000+01:00,35784.8,7098.4,5368.9,2706.9,1353.0,4360.5,10159.7,64.18
2019-01-10T15:00:00.000+01:00,35455.3,7098.3,5206.9,2324.7,1461.3,4239.3,10177.4,63.52
2019-01-10T16:00:00.000+01:00,35511.6,7098.3,5508.7,1554.6,1792.9,4790.0,10003.2,64.6
2019-01-10T17:00:00.000+01:00,35834.4,7099.3,5452.7,420.1,2777.2,4698.0,9925.3,67.2
2019-01-10T18:00:00.000+01:00,37982.0,7103.3,5571.0,18.7,5219.4,4841.8,10043.1,69.0
2019-01-10T19:00:00.000+01:00,39382.8,7106.3,5690.0,3.0,5759.1,4705.4,10077.0,69.69
2019-01-10T20:00:00.000+01:00,39764.6,7108.3,5714.0,,5631.4,4457.4,10282.3,69.75
2019-01-10T21:00:00.000+01:00,39086.9,7108.3,5635.1,,4149.7,4291.7,10129.9,67.73
2019-01-10T22:00:00.000+01:00,36312.2,7106.3,5348.5,0.2,3107.9,4246.0,10105.0,65.52
2019-01-10T23:00:00.000+01:00,32993.1,7102.4,3991.0,,2376.7,4199.5,10003.3,63.02
2019-01-11T00:00:00.000+01:00,29802.2,7099.1,2838.7,,1175.3,3833.1,9711.1,60.84
2019-01-11T01:00:00.000+01:00,27739.0,7098.2,2302.4,,1053.0,3278.0,9587.1,55.61
2019-01-11T02:00:00.000+01:00,26097.6,7099.1,2405.2,,982.1,2994.3,9368.4,52.85
2019-01-11T03:00:00.000+01:00,25620.1,7099.1,2236.5,,981.3,2928.0,9150.2,51.0
2019-01-11T04:00:00.000+01:00,25622.7,7099.1,2298.6,,992.7,2976.0,9053.5,49.98
2019-01-11T05:00:00.000+01:00,26277.0,7098.2,2576.4,,972.5,3125.0,8946.5,51.6
2019-01-11T06:00:00.000+01:00,29349.4,7099.1,3679.6,0.9,1281.1,3824.4,8920.9,58.31
2019-01-11T07:00:00.000+01:00,34706.4,7099.1,5710.1,2.8,3283.5,4134.1,8873.0,68.35
2019-01-11T08:00:00.000+01:00,38116.0,7099.1,6576.9,76.9,4352.9,4281.1,8910.7,69.01
